Server_Region,GPU_Hardware,User_Tier,Primary_Workload,Termination_Reason,Session_Duration_Hours,Avg_Compute_Utilization_Pct,RAM_Allocated_GB,Network_Bandwidth_Used_GB,Total_Cost_USD,Session_Start_Date,Session_End_Date
ap-southeast-1,A100 80GB,Pro,ComfyUI / Stable Diffusion,Out_of_Credit,46.4,71,64,199.57,27.83,2026-04-09 11:00:00,2026-04-11 09:24:00
us-east-1,RTX 4090,Free,PyTorch Training,CUDA_Out_Of_Memory,13.6,68,16,170.24,69.58,2026-04-15 20:43:00,2026-04-16 10:19:00
us-east-1,CPU-Only,Enterprise,ComfyUI / Stable Diffusion,Hardware_Fault,61.8,53,32,142.34,91.45,2026-04-24 05:16:00,2026-04-26 19:04:00
ap-southeast-1,RTX 4090,Free,Web App Hosting,Out_of_Credit,36.0,39,32,170.35,64.98,2026-04-22 18:32:00,2026-04-24 06:32:00
ap-southeast-1,CPU-Only,Enterprise,PyTorch Training,User_Stopped,69.2,51,128,73.8,92.34,2026-04-02 05:58:00,2026-04-05 03:10:00
ap-southeast-1,CPU-Only,Enterprise,Relational Database,Out_of_Credit,20.3,51,16,33.67,83.75,2026-02-12 23:10:00,2026-02-13 19:28:00
us-east-1,A100 80GB,Enterprise,PyTorch Training,User_Stopped,57.1,81,16,119.15,89.53,2026-01-01 14:50:00,2026-01-03 23:56:00
ap-southeast-1,RTX 4090,Free,PyTorch Training,User_Stopped,48.2,97,16,12.83,44.67,2026-02-09 12:34:00,2026-02-11 12:46:00
us-east-1,T4,Free,Web App Hosting,User_Stopped,60.3,44,64,198.24,114.44,2026-03-01 06:39:00,2026-03-03 18:57:00
ap-southeast-1,CPU-Only,Free,Relational Database,Out_of_Credit,49.4,62,32,179.59,111.58,2026-02-10 08:57:00,2026-02-12 10:21:00
eu-central-1,A100 80GB,Free,ComfyUI / Stable Diffusion,Out_of_Credit,33.4,90,32,146.67,96.07,2026-03-30 09:28:00,2026-03-31 18:52:00
ap-southeast-1,A100 80GB,Enterprise,Web App Hosting,Out_of_Credit,39.7,62,16,201.82,147.65,2026-03-29 15:05:00,2026-03-31 06:47:00
us-east-1,CPU-Only,Free,Relational Database,CUDA_Out_Of_Memory,1.7,26,16,140.99,143.7,2026-03-14 10:35:00,2026-03-14 12:17:00
ap-southeast-1,A100 80GB,Enterprise,Web App Hosting,User_Stopped,37.9,34,128,171.54,114.47,2026-02-07 20:29:00,2026-02-09 10:23:00
eu-central-1,RTX 4090,Pro,Relational Database,Out_of_Credit,64.5,36,128,211.71,131.86,2026-04-27 09:04:00,2026-04-30 01:34:00
ap-southeast-1,RTX 4090,Pro,Web App Hosting,CUDA_Out_Of_Memory,37.3,44,64,206.71,74.51,2026-02-22 06:07:00,2026-02-23 19:25:00
us-east-1,RTX 4090,Pro,ComfyUI / Stable Diffusion,CUDA_Out_Of_Memory,71.0,82,64,103.24,6.03,2026-01-21 13:10:00,2026-01-24 12:10:00
eu-central-1,RTX 4090,Pro,Relational Database,Hardware_Fault,1.1,60,16,97.47,49.98,2026-02-01 21:35:00,2026-02-01 22:41:00
us-east-1,T4,Enterprise,Web App Hosting,Out_of_Credit,44.4,49,128,66.2,26.08,2026-02-16 19:09:00,2026-02-18 15:33:00
us-east-1,T4,Pro,Relational Database,Out_of_Credit,36.3,24,16,117.22,12.22,2026-02-16 12:03:00,2026-02-18 00:21:00
eu-central-1,CPU-Only,Pro,Relational Database,User_Stopped,67.5,10,16,249.22,22.54,2026-04-20 12:42:00,2026-04-23 08:12:00
eu-central-1,RTX 4090,Pro,ComfyUI / Stable Diffusion,CUDA_Out_Of_Memory,58.8,43,16,212.05,71.34,2026-03-05 08:05:00,2026-03-07 18:53:00
us-east-1,T4,Pro,PyTorch Training,CUDA_Out_Of_Memory,20.4,93,16,47.15,33.39,2026-01-26 13:12:00,2026-01-27 09:36:00
us-east-1,CPU-Only,Free,Web App Hosting,CUDA_Out_Of_Memory,26.3,44,64,182.2,25.19,2026-04-22 06:47:00,2026-04-23 09:05:00
ap-southeast-1,RTX 4090,Free,PyTorch Training,Hardware_Fault,24.8,1,128,124.53,58.26,2026-04-01 21:08:00,2026-04-02 21:56:00
ap-southeast-1,A100 80GB,Enterprise,PyTorch Training,Out_of_Credit,10.7,20,64,2.25,116.92,2026-04-23 09:39:00,2026-04-23 20:21:00
ap-southeast-1,T4,Pro,Relational Database,CUDA_Out_Of_Memory,27.0,4,128,219.97,50.34,2026-02-26 23:13:00,2026-02-28 02:13:00
us-east-1,T4,Free,Relational Database,Out_of_Credit,38.8,22,128,117.58,31.07,2026-01-21 10:42:00,2026-01-23 01:30:00
ap-southeast-1,T4,Enterprise,Relational Database,Out_of_Credit,31.2,8,16,41.44,46.32,2026-03-29 12:27:00,2026-03-30 19:39:00
us-east-1,CPU-Only,Free,PyTorch Training,CUDA_Out_Of_Memory,68.4,70,64,8.6,121.13,2026-01-04 23:50:00,2026-01-07 20:14:00
us-east-1,A100 80GB,Enterprise,Web App Hosting,Hardware_Fault,57.8,12,16,9.83,137.55,2026-02-21 17:50:00,2026-02-24 03:38:00
ap-southeast-1,CPU-Only,Free,Relational Database,Hardware_Fault,63.7,95,16,197.97,61.81,2026-03-20 04:45:00,2026-03-22 20:27:00
us-east-1,T4,Enterprise,ComfyUI / Stable Diffusion,User_Stopped,42.1,58,16,110.19,37.03,2026-02-23 12:45:00,2026-02-25 06:51:00
eu-central-1,T4,Free,Relational Database,User_Stopped,61.9,11,64,142.59,96.76,2026-03-27 14:46:00,2026-03-30 04:40:00
us-east-1,A100 80GB,Enterprise,PyTorch Training,CUDA_Out_Of_Memory,52.0,78,32,162.97,47.13,2026-01-18 16:26:00,2026-01-20 20:26:00
us-east-1,RTX 4090,Enterprise,Relational Database,Out_of_Credit,48.2,94,64,131.33,82.25,2026-03-22 23:20:00,2026-03-24 23:32:00
eu-central-1,RTX 4090,Pro,PyTorch Training,User_Stopped,55.7,69,32,59.34,17.45,2026-04-24 04:28:00,2026-04-26 12:10:00
ap-southeast-1,RTX 4090,Enterprise,PyTorch Training,Hardware_Fault,64.0,64,128,47.23,108.64,2026-03-24 21:55:00,2026-03-27 13:55:00
ap-southeast-1,RTX 4090,Pro,Web App Hosting,Out_of_Credit,25.3,36,64,238.73,100.56,2026-04-25 12:56:00,2026-04-26 14:14:00
us-east-1,RTX 4090,Free,Web App Hosting,User_Stopped,18.7,94,64,88.28,41.2,2026-04-13 20:04:00,2026-04-14 14:46:00
ap-southeast-1,T4,Enterprise,ComfyUI / Stable Diffusion,Hardware_Fault,47.8,82,128,219.02,74.46,2026-01-29 13:43:00,2026-01-31 13:31:00
eu-central-1,T4,Free,Relational Database,Hardware_Fault,44.9,85,32,112.8,106.0,2026-02-28 03:07:00,2026-03-02 00:01:00
eu-central-1,T4,Enterprise,ComfyUI / Stable Diffusion,Hardware_Fault,46.3,69,32,94.99,8.54,2026-02-02 00:12:00,2026-02-03 22:30:00
eu-central-1,RTX 4090,Pro,ComfyUI / Stable Diffusion,Hardware_Fault,57.1,36,64,222.85,7.71,2026-03-15 12:25:00,2026-03-17 21:31:00
ap-southeast-1,A100 80GB,Free,PyTorch Training,User_Stopped,41.2,6,32,119.75,96.64,2026-04-18 00:41:00,2026-04-19 17:53:00
eu-central-1,A100 80GB,Pro,Relational Database,Out_of_Credit,19.3,17,128,248.81,43.43,2026-02-05 08:04:00,2026-02-06 03:22:00
us-east-1,A100 80GB,Enterprise,PyTorch Training,Hardware_Fault,42.3,55,32,29.4,83.94,2026-03-10 19:26:00,2026-03-12 13:44:00
us-east-1,T4,Free,Web App Hosting,Out_of_Credit,40.8,4,128,62.39,35.83,2026-01-28 23:47:00,2026-01-30 16:35:00
us-east-1,A100 80GB,Pro,Web App Hosting,User_Stopped,5.5,51,16,206.72,106.2,2026-02-21 07:05:00,2026-02-21 12:35:00
eu-central-1,T4,Pro,Relational Database,User_Stopped,51.7,63,128,165.04,95.41,2026-03-02 06:29:00,2026-03-04 10:11:00
eu-central-1,A100 80GB,Enterprise,Web App Hosting,Hardware_Fault,22.6,70,16,176.59,22.37,2026-04-13 02:41:00,2026-04-14 01:17:00
us-east-1,RTX 4090,Pro,PyTorch Training,User_Stopped,62.1,22,128,51.18,73.32,2026-02-04 05:10:00,2026-02-06 19:16:00
us-east-1,T4,Pro,PyTorch Training,CUDA_Out_Of_Memory,58.6,91,16,120.43,136.65,2026-04-21 00:32:00,2026-04-23 11:08:00
ap-southeast-1,T4,Pro,Relational Database,CUDA_Out_Of_Memory,53.0,38,128,245.91,53.62,2026-01-23 09:34:00,2026-01-25 14:34:00
us-east-1,A100 80GB,Enterprise,PyTorch Training,User_Stopped,41.5,20,16,204.44,35.15,2026-03-11 22:35:00,2026-03-13 16:05:00
eu-central-1,A100 80GB,Free,PyTorch Training,Out_of_Credit,43.8,12,64,89.3,116.56,2026-02-18 12:35:00,2026-02-20 08:23:00
us-east-1,A100 80GB,Free,ComfyUI / Stable Diffusion,Hardware_Fault,56.2,39,64,7.58,60.57,2026-04-10 02:48:00,2026-04-12 11:00:00
us-east-1,A100 80GB,Free,ComfyUI / Stable Diffusion,Hardware_Fault,23.8,83,64,25.98,107.1,2026-04-29 09:58:00,2026-04-30 09:46:00
us-east-1,RTX 4090,Pro,PyTorch Training,Out_of_Credit,10.5,32,32,40.56,51.97,2026-04-06 18:39:00,2026-04-07 05:09:00
ap-southeast-1,CPU-Only,Pro,Relational Database,User_Stopped,31.9,91,128,117.53,73.35,2026-04-05 23:34:00,2026-04-07 07:28:00
eu-central-1,T4,Enterprise,Relational Database,CUDA_Out_Of_Memory,62.2,40,16,31.94,84.01,2026-04-18 05:44:00,2026-04-20 19:56:00
eu-central-1,T4,Pro,Relational Database,Out_of_Credit,57.5,97,32,244.59,127.28,2026-03-29 13:19:00,2026-03-31 22:49:00
eu-central-1,A100 80GB,Free,Web App Hosting,User_Stopped,17.8,55,128,202.95,88.35,2026-02-17 23:38:00,2026-02-18 17:26:00
ap-southeast-1,T4,Enterprise,Relational Database,Out_of_Credit,28.4,51,32,118.43,8.86,2026-03-06 21:31:00,2026-03-08 01:55:00
us-east-1,RTX 4090,Pro,PyTorch Training,Hardware_Fault,28.2,67,64,129.66,16.52,2026-01-31 10:17:00,2026-02-01 14:29:00
ap-southeast-1,CPU-Only,Free,Web App Hosting,Out_of_Credit,12.4,44,32,49.7,105.8,2026-03-29 20:17:00,2026-03-30 08:41:00
eu-central-1,A100 80GB,Enterprise,Relational Database,Hardware_Fault,64.6,10,128,178.73,112.19,2026-01-06 16:01:00,2026-01-09 08:37:00
us-east-1,RTX 4090,Free,Relational Database,CUDA_Out_Of_Memory,63.3,95,64,119.82,41.17,2026-02-02 13:00:00,2026-02-05 04:18:00
ap-southeast-1,RTX 4090,Free,Web App Hosting,Out_of_Credit,35.8,34,16,149.59,2.56,2026-01-15 11:23:00,2026-01-16 23:11:00
us-east-1,CPU-Only,Enterprise,Web App Hosting,Hardware_Fault,19.4,9,32,65.16,132.12,2026-02-14 23:35:00,2026-02-15 18:59:00
eu-central-1,T4,Pro,Web App Hosting,CUDA_Out_Of_Memory,43.1,82,16,17.05,60.91,2026-04-22 13:51:00,2026-04-24 08:57:00
ap-southeast-1,A100 80GB,Pro,Relational Database,CUDA_Out_Of_Memory,2.7,1,128,126.71,51.24,2026-01-13 23:26:00,2026-01-14 02:08:00
ap-southeast-1,T4,Pro,ComfyUI / Stable Diffusion,CUDA_Out_Of_Memory,25.3,5,16,17.38,140.45,2026-01-25 21:51:00,2026-01-26 23:09:00
us-east-1,RTX 4090,Enterprise,Relational Database,User_Stopped,38.1,82,32,30.96,111.61,2026-01-28 20:26:00,2026-01-30 10:32:00
us-east-1,RTX 4090,Enterprise,Relational Database,Hardware_Fault,62.1,31,128,43.3,88.39,2026-01-01 11:06:00,2026-01-04 01:12:00
us-east-1,A100 80GB,Pro,PyTorch Training,Hardware_Fault,49.9,5,128,60.94,139.63,2026-01-08 00:40:00,2026-01-10 02:34:00
eu-central-1,CPU-Only,Pro,PyTorch Training,Hardware_Fault,69.0,15,128,33.43,136.56,2026-03-31 05:17:00,2026-04-03 02:17:00
ap-southeast-1,A100 80GB,Enterprise,PyTorch Training,User_Stopped,63.7,88,32,90.22,30.8,2026-02-03 19:05:00,2026-02-06 10:47:00
us-east-1,A100 80GB,Free,Web App Hosting,User_Stopped,46.0,34,16,118.72,77.94,2026-03-16 13:01:00,2026-03-18 11:01:00
ap-southeast-1,T4,Enterprise,Web App Hosting,Hardware_Fault,45.5,8,32,44.3,108.55,2026-04-30 07:58:00,2026-05-02 05:28:00
ap-southeast-1,T4,Free,Web App Hosting,Out_of_Credit,59.6,68,128,59.08,43.91,2026-04-08 00:51:00,2026-04-10 12:27:00
us-east-1,RTX 4090,Enterprise,Web App Hosting,Hardware_Fault,7.1,98,32,142.01,145.99,2026-03-22 03:30:00,2026-03-22 10:36:00
eu-central-1,RTX 4090,Enterprise,Web App Hosting,Hardware_Fault,51.6,40,32,27.87,71.76,2026-01-09 04:57:00,2026-01-11 08:33:00
ap-southeast-1,T4,Enterprise,Relational Database,User_Stopped,30.9,86,32,24.53,61.77,2026-01-15 16:10:00,2026-01-16 23:04:00
us-east-1,A100 80GB,Free,Relational Database,CUDA_Out_Of_Memory,58.4,55,16,246.97,26.85,2026-03-05 22:55:00,2026-03-08 09:19:00
ap-southeast-1,T4,Enterprise,Relational Database,CUDA_Out_Of_Memory,24.9,72,128,57.24,26.03,2026-04-21 07:44:00,2026-04-22 08:38:00
eu-central-1,CPU-Only,Free,ComfyUI / Stable Diffusion,Hardware_Fault,35.7,91,16,148.07,139.88,2026-02-01 00:33:00,2026-02-02 12:15:00
us-east-1,A100 80GB,Free,Relational Database,Hardware_Fault,12.7,53,16,235.39,29.87,2026-04-20 05:54:00,2026-04-20 18:36:00
us-east-1,T4,Free,Relational Database,Out_of_Credit,28.4,2,64,45.8,111.14,2026-04-01 01:25:00,2026-04-02 05:49:00
ap-southeast-1,A100 80GB,Pro,Relational Database,Out_of_Credit,14.1,80,16,101.21,72.96,2026-02-26 05:28:00,2026-02-26 19:34:00
us-east-1,A100 80GB,Free,ComfyUI / Stable Diffusion,Hardware_Fault,64.4,71,64,244.68,122.7,2026-02-04 16:37:00,2026-02-07 09:01:00
us-east-1,A100 80GB,Enterprise,ComfyUI / Stable Diffusion,Hardware_Fault,0.9,1,64,113.42,108.17,2026-01-07 02:13:00,2026-01-07 03:07:00
eu-central-1,A100 80GB,Free,Relational Database,Out_of_Credit,23.4,35,16,206.83,131.77,2026-01-17 05:17:00,2026-01-18 04:41:00
us-east-1,A100 80GB,Free,Web App Hosting,CUDA_Out_Of_Memory,57.0,34,16,183.29,67.88,2026-03-13 23:54:00,2026-03-16 08:54:00
us-east-1,RTX 4090,Pro,ComfyUI / Stable Diffusion,Out_of_Credit,68.3,4,64,24.94,122.87,2026-04-23 08:24:00,2026-04-26 04:42:00
us-east-1,RTX 4090,Pro,ComfyUI / Stable Diffusion,Out_of_Credit,38.1,81,16,75.05,118.23,2026-04-18 00:19:00,2026-04-19 14:25:00
ap-southeast-1,RTX 4090,Enterprise,Web App Hosting,Out_of_Credit,47.7,22,64,220.76,29.28,2026-04-17 18:02:00,2026-04-19 17:44:00
ap-southeast-1,RTX 4090,Free,Web App Hosting,Out_of_Credit,50.5,30,16,178.64,98.28,2026-02-21 08:22:00,2026-02-23 10:52:00
ap-southeast-1,A100 80GB,Pro,Web App Hosting,Hardware_Fault,25.8,28,32,167.82,10.24,2026-01-30 15:34:00,2026-01-31 17:22:00
ap-southeast-1,RTX 4090,Free,ComfyUI / Stable Diffusion,CUDA_Out_Of_Memory,46.9,61,64,21.21,47.95,2026-01-27 09:50:00,2026-01-29 08:44:00
eu-central-1,CPU-Only,Pro,Web App Hosting,Hardware_Fault,21.7,17,128,151.83,125.42,2026-02-20 17:52:00,2026-02-21 15:34:00
ap-southeast-1,RTX 4090,Free,Relational Database,Out_of_Credit,21.5,13,128,228.94,124.29,2026-01-06 18:52:00,2026-01-07 16:22:00
eu-central-1,A100 80GB,Pro,Relational Database,CUDA_Out_Of_Memory,38.0,70,16,89.69,102.87,2026-04-21 21:41:00,2026-04-23 11:41:00
eu-central-1,A100 80GB,Enterprise,PyTorch Training,CUDA_Out_Of_Memory,42.2,45,128,147.21,65.55,2026-04-20 14:28:00,2026-04-22 08:40:00
ap-southeast-1,CPU-Only,Enterprise,Relational Database,Out_of_Credit,15.9,44,16,18.56,66.14,2026-02-17 08:50:00,2026-02-18 00:44:00
ap-southeast-1,A100 80GB,Free,Web App Hosting,User_Stopped,65.9,36,32,86.21,49.59,2026-03-23 17:09:00,2026-03-26 11:03:00
ap-southeast-1,T4,Pro,Web App Hosting,User_Stopped,66.7,45,128,180.24,10.79,2026-04-29 12:41:00,2026-05-02 07:23:00
eu-central-1,A100 80GB,Free,ComfyUI / Stable Diffusion,Out_of_Credit,58.8,18,16,210.16,81.58,2026-02-27 15:27:00,2026-03-02 02:15:00
ap-southeast-1,RTX 4090,Free,Relational Database,Out_of_Credit,30.8,96,16,60.71,66.81,2026-03-03 15:41:00,2026-03-04 22:29:00
us-east-1,A100 80GB,Enterprise,PyTorch Training,Hardware_Fault,36.8,15,64,146.38,133.3,2026-01-20 09:23:00,2026-01-21 22:11:00
us-east-1,RTX 4090,Enterprise,PyTorch Training,User_Stopped,45.6,43,128,198.4,59.19,2026-03-17 11:47:00,2026-03-19 09:23:00
eu-central-1,RTX 4090,Enterprise,Web App Hosting,Hardware_Fault,23.1,26,128,103.46,118.45,2026-02-24 14:46:00,2026-02-25 13:52:00
eu-central-1,CPU-Only,Pro,Relational Database,CUDA_Out_Of_Memory,39.8,19,128,6.23,54.73,2026-01-13 17:35:00,2026-01-15 09:23:00
eu-central-1,T4,Free,Web App Hosting,Out_of_Credit,42.1,56,128,6.76,64.32,2026-02-16 11:40:00,2026-02-18 05:46:00
eu-central-1,A100 80GB,Free,Relational Database,CUDA_Out_Of_Memory,20.6,76,16,124.71,89.05,2026-03-03 09:05:00,2026-03-04 05:41:00
ap-southeast-1,RTX 4090,Enterprise,Web App Hosting,Hardware_Fault,54.6,10,16,27.93,101.42,2026-04-09 07:46:00,2026-04-11 14:22:00
eu-central-1,T4,Enterprise,Relational Database,CUDA_Out_Of_Memory,24.4,97,128,67.65,22.87,2026-03-14 06:21:00,2026-03-15 06:45:00
us-east-1,RTX 4090,Pro,Relational Database,User_Stopped,31.4,37,16,213.28,29.76,2026-04-30 06:25:00,2026-05-01 13:49:00
ap-southeast-1,T4,Pro,Web App Hosting,CUDA_Out_Of_Memory,26.0,7,32,176.67,123.94,2026-02-21 21:30:00,2026-02-22 23:30:00
eu-central-1,A100 80GB,Enterprise,PyTorch Training,Hardware_Fault,11.9,80,16,44.08,69.85,2026-01-27 23:35:00,2026-01-28 11:29:00
eu-central-1,T4,Pro,Web App Hosting,Out_of_Credit,51.5,11,32,148.69,81.45,2026-03-21 03:58:00,2026-03-23 07:28:00
eu-central-1,A100 80GB,Free,ComfyUI / Stable Diffusion,CUDA_Out_Of_Memory,28.1,46,64,235.22,105.67,2026-02-12 16:29:00,2026-02-13 20:35:00
eu-central-1,CPU-Only,Pro,Relational Database,Hardware_Fault,57.6,81,64,191.38,30.46,2026-04-18 15:45:00,2026-04-21 01:21:00
ap-southeast-1,CPU-Only,Free,Web App Hosting,Out_of_Credit,23.7,28,64,112.8,133.78,2026-03-17 22:46:00,2026-03-18 22:28:00
us-east-1,T4,Free,ComfyUI / Stable Diffusion,CUDA_Out_Of_Memory,66.5,17,16,93.07,9.3,2026-01-08 11:39:00,2026-01-11 06:09:00
us-east-1,CPU-Only,Free,Relational Database,User_Stopped,37.5,75,32,61.15,42.02,2026-01-26 17:44:00,2026-01-28 07:14:00
ap-southeast-1,CPU-Only,Enterprise,PyTorch Training,Hardware_Fault,29.7,62,128,210.28,112.16,2026-03-02 04:48:00,2026-03-03 10:30:00
ap-southeast-1,RTX 4090,Enterprise,Relational Database,CUDA_Out_Of_Memory,48.6,31,16,68.0,62.27,2026-03-20 10:04:00,2026-03-22 10:40:00
ap-southeast-1,CPU-Only,Free,ComfyUI / Stable Diffusion,Hardware_Fault,35.1,65,128,74.67,11.17,2026-02-04 19:54:00,2026-02-06 07:00:00
eu-central-1,T4,Pro,PyTorch Training,Hardware_Fault,4.5,100,128,233.58,85.9,2026-01-20 20:39:00,2026-01-21 01:09:00
us-east-1,RTX 4090,Enterprise,PyTorch Training,CUDA_Out_Of_Memory,26.7,97,32,97.11,110.47,2026-03-06 05:19:00,2026-03-07 08:01:00
us-east-1,A100 80GB,Pro,Relational Database,Hardware_Fault,2.1,53,128,162.94,113.83,2026-01-15 18:22:00,2026-01-15 20:28:00
eu-central-1,A100 80GB,Enterprise,Web App Hosting,Hardware_Fault,31.4,67,128,18.37,147.07,2026-02-27 00:03:00,2026-02-28 07:27:00
us-east-1,T4,Pro,Relational Database,User_Stopped,16.6,41,128,72.8,82.9,2026-04-08 20:34:00,2026-04-09 13:10:00
eu-central-1,A100 80GB,Free,Relational Database,Out_of_Credit,58.2,49,64,96.79,21.67,2026-04-13 09:19:00,2026-04-15 19:31:00
ap-southeast-1,A100 80GB,Free,ComfyUI / Stable Diffusion,Hardware_Fault,3.3,93,128,213.65,70.83,2026-03-01 09:14:00,2026-03-01 12:32:00
eu-central-1,A100 80GB,Enterprise,PyTorch Training,Hardware_Fault,63.8,67,64,182.96,58.21,2026-02-16 23:54:00,2026-02-19 15:42:00
us-east-1,A100 80GB,Free,Web App Hosting,User_Stopped,70.9,26,128,206.23,50.04,2026-04-22 03:24:00,2026-04-25 02:18:00
eu-central-1,T4,Free,ComfyUI / Stable Diffusion,Hardware_Fault,22.6,97,16,25.23,90.71,2026-04-29 01:08:00,2026-04-29 23:44:00
us-east-1,RTX 4090,Enterprise,ComfyUI / Stable Diffusion,CUDA_Out_Of_Memory,14.9,45,32,189.62,20.76,2026-01-05 02:46:00,2026-01-05 17:40:00
eu-central-1,CPU-Only,Enterprise,ComfyUI / Stable Diffusion,CUDA_Out_Of_Memory,50.3,56,128,76.64,27.55,2026-02-01 18:36:00,2026-02-03 20:54:00
eu-central-1,CPU-Only,Pro,PyTorch Training,Out_of_Credit,2.9,48,16,98.67,79.51,2026-04-26 03:53:00,2026-04-26 06:47:00
ap-southeast-1,T4,Pro,ComfyUI / Stable Diffusion,User_Stopped,16.9,79,128,207.16,84.03,2026-01-07 00:20:00,2026-01-07 17:14:00
eu-central-1,CPU-Only,Free,PyTorch Training,Hardware_Fault,43.3,66,32,179.35,71.07,2026-01-10 19:20:00,2026-01-12 14:38:00
ap-southeast-1,T4,Pro,Relational Database,Hardware_Fault,30.5,3,32,242.36,16.02,2026-02-26 20:19:00,2026-02-28 02:49:00
eu-central-1,RTX 4090,Enterprise,Web App Hosting,Hardware_Fault,33.9,83,64,35.64,1.75,2026-04-02 20:45:00,2026-04-04 06:39:00
us-east-1,A100 80GB,Enterprise,Relational Database,Out_of_Credit,63.4,95,128,208.45,27.64,2026-01-03 05:56:00,2026-01-05 21:20:00
us-east-1,RTX 4090,Enterprise,PyTorch Training,CUDA_Out_Of_Memory,56.6,46,128,225.28,82.17,2026-02-23 12:39:00,2026-02-25 21:15:00
us-east-1,CPU-Only,Free,PyTorch Training,CUDA_Out_Of_Memory,17.1,77,32,130.3,125.18,2026-01-11 21:42:00,2026-01-12 14:48:00
us-east-1,CPU-Only,Free,Web App Hosting,User_Stopped,3.8,79,128,207.8,98.39,2026-03-13 20:17:00,2026-03-14 00:05:00
ap-southeast-1,A100 80GB,Pro,Web App Hosting,Hardware_Fault,52.0,69,16,218.11,38.42,2026-03-27 20:12:00,2026-03-30 00:12:00
ap-southeast-1,RTX 4090,Enterprise,PyTorch Training,User_Stopped,40.8,97,128,154.45,39.06,2026-03-15 02:13:00,2026-03-16 19:01:00
ap-southeast-1,CPU-Only,Pro,PyTorch Training,CUDA_Out_Of_Memory,2.3,18,128,11.53,25.82,2026-03-10 09:47:00,2026-03-10 12:05:00
eu-central-1,T4,Free,ComfyUI / Stable Diffusion,Hardware_Fault,41.7,78,128,197.36,81.9,2026-02-01 16:16:00,2026-02-03 09:58:00
eu-central-1,T4,Pro,PyTorch Training,Out_of_Credit,53.1,36,16,243.16,114.15,2026-04-08 17:39:00,2026-04-10 22:45:00
us-east-1,T4,Free,PyTorch Training,CUDA_Out_Of_Memory,3.6,15,32,65.76,37.91,2026-04-12 11:35:00,2026-04-12 15:11:00
us-east-1,A100 80GB,Pro,Web App Hosting,Out_of_Credit,64.4,92,64,132.43,46.8,2026-01-21 00:52:00,2026-01-23 17:16:00
us-east-1,T4,Pro,Relational Database,Hardware_Fault,27.9,33,128,110.06,30.52,2026-04-13 23:39:00,2026-04-15 03:33:00
eu-central-1,RTX 4090,Pro,Relational Database,CUDA_Out_Of_Memory,50.0,39,128,85.44,21.28,2026-03-11 10:43:00,2026-03-13 12:43:00
us-east-1,CPU-Only,Enterprise,PyTorch Training,Hardware_Fault,60.7,88,32,209.64,115.95,2026-04-15 07:31:00,2026-04-17 20:13:00
us-east-1,T4,Free,ComfyUI / Stable Diffusion,Hardware_Fault,54.3,41,16,160.95,54.4,2026-04-17 03:22:00,2026-04-19 09:40:00
ap-southeast-1,A100 80GB,Pro,PyTorch Training,Out_of_Credit,42.4,76,128,116.86,116.54,2026-01-16 23:30:00,2026-01-18 17:54:00
eu-central-1,T4,Free,Relational Database,Hardware_Fault,59.6,45,64,222.15,126.13,2026-04-19 19:53:00,2026-04-22 07:29:00
eu-central-1,CPU-Only,Enterprise,Web App Hosting,Out_of_Credit,32.6,69,16,57.02,90.13,2026-02-24 01:57:00,2026-02-25 10:33:00
ap-southeast-1,RTX 4090,Free,ComfyUI / Stable Diffusion,CUDA_Out_Of_Memory,52.2,35,32,53.69,14.2,2026-02-20 14:34:00,2026-02-22 18:46:00
eu-central-1,A100 80GB,Enterprise,Relational Database,CUDA_Out_Of_Memory,51.2,96,128,127.3,128.95,2026-04-28 18:11:00,2026-04-30 21:23:00
us-east-1,RTX 4090,Free,Relational Database,Hardware_Fault,46.8,37,128,82.32,125.07,2026-04-26 15:17:00,2026-04-28 14:05:00
ap-southeast-1,A100 80GB,Pro,Web App Hosting,Hardware_Fault,53.8,20,32,230.47,115.67,2026-03-17 07:50:00,2026-03-19 13:38:00
eu-central-1,A100 80GB,Enterprise,ComfyUI / Stable Diffusion,Out_of_Credit,7.9,72,128,123.95,24.47,2026-01-24 19:33:00,2026-01-25 03:27:00
ap-southeast-1,T4,Free,Relational Database,User_Stopped,23.5,13,32,142.83,2.3,2026-03-16 14:59:00,2026-03-17 14:29:00
us-east-1,T4,Enterprise,ComfyUI / Stable Diffusion,Out_of_Credit,26.8,43,32,35.51,55.7,2026-03-12 00:03:00,2026-03-13 02:51:00
us-east-1,RTX 4090,Free,Web App Hosting,CUDA_Out_Of_Memory,8.8,57,128,51.28,3.4,2026-04-03 18:02:00,2026-04-04 02:50:00
ap-southeast-1,A100 80GB,Pro,PyTorch Training,Out_of_Credit,13.7,48,32,139.53,51.34,2026-02-01 10:52:00,2026-02-02 00:34:00
eu-central-1,T4,Pro,Web App Hosting,CUDA_Out_Of_Memory,56.7,6,16,226.33,118.17,2026-01-31 00:27:00,2026-02-02 09:09:00
us-east-1,A100 80GB,Pro,Relational Database,Hardware_Fault,9.1,15,128,101.24,143.44,2026-01-30 05:24:00,2026-01-30 14:30:00
us-east-1,RTX 4090,Enterprise,PyTorch Training,Hardware_Fault,21.4,41,16,244.9,27.82,2026-04-23 09:25:00,2026-04-24 06:49:00
eu-central-1,CPU-Only,Pro,Web App Hosting,Hardware_Fault,68.7,74,16,77.47,101.09,2026-01-04 02:28:00,2026-01-06 23:10:00
